site,att,subjectID,contrast,pCorrect,pSeen
0,-1,1,1,-1,0.0297619047619048
0,-1,1,2,0.4375,0.0625
0,-1,1,3,0.541666666666667,0.104166666666667
0,-1,1,4,0.625,0.1875
0,-1,1,5,0.625,0.1875
0,-1,1,6,0.708333333333333,0.229166666666667
0,-1,1,7,0.6875,0.3125
0,-1,1,8,0.6875,0.125
0,-1,2,1,-1,0.153452685421995
0,-1,2,2,0.446428571428571,0.321428571428571
0,-1,2,3,0.482142857142857,0.267857142857143
0,-1,2,4,0.589285714285714,0.178571428571429
0,-1,2,5,0.642857142857143,0.178571428571429
0,-1,2,6,0.660714285714286,0.178571428571429
0,-1,2,7,0.696428571428571,0.178571428571429
0,-1,2,8,0.857142857142857,0.0892857142857143
0,-1,3,1,-1,0.0803571428571429
0,-1,3,2,0.5625,0.0208333333333333
0,-1,3,3,0.541666666666667,0.125
0,-1,3,4,0.479166666666667,0.166666666666667
0,-1,3,5,0.520833333333333,0.1875
0,-1,3,6,0.541666666666667,0.1875
0,-1,3,7,0.666666666666667,0.145833333333333
0,-1,3,8,0.604166666666667,0
0,-1,4,1,-1,0.0357142857142857
0,-1,4,2,0.458333333333333,0.104166666666667
0,-1,4,3,0.520833333333333,0.291666666666667
0,-1,4,4,0.5625,0.229166666666667
0,-1,4,5,0.583333333333333,0.3125
0,-1,4,6,0.645833333333333,0.583333333333333
0,-1,4,7,0.604166666666667,0.541666666666667
0,-1,4,8,0.75,0.541666666666667
0,-1,5,1,-1,0.0148809523809524
0,-1,5,2,0.5,0.0625
0,-1,5,3,0.645833333333333,0.145833333333333
0,-1,5,4,0.645833333333333,0.208333333333333
0,-1,5,5,0.5625,0.333333333333333
0,-1,5,6,0.708333333333333,0.0833333333333333
0,-1,5,7,0.729166666666667,0.291666666666667
0,-1,5,8,0.708333333333333,0.0833333333333333
0,-1,6,1,-1,0.296428571428571
0,-1,6,2,0.45,0.325
0,-1,6,3,0.625,0.375
0,-1,6,4,0.575,0.6
0,-1,6,5,0.65,0.45
0,-1,6,6,0.625,0.5
0,-1,6,7,0.625,0.4
0,-1,6,8,0.7,0.525
0,-1,7,1,-1,0.0833333333333333
0,-1,7,2,0.583333333333333,0.229166666666667
0,-1,7,3,0.625,0.270833333333333
0,-1,7,4,0.75,0.208333333333333
0,-1,7,5,0.604166666666667,0.270833333333333
0,-1,7,6,0.666666666666667,0.354166666666667
0,-1,7,7,0.625,0.291666666666667
0,-1,7,8,0.604166666666667,0.229166666666667
0,-1,8,1,-1,0.136904761904762
0,-1,8,2,0.520833333333333,0.166666666666667
0,-1,8,3,0.4375,0.145833333333333
0,-1,8,4,0.666666666666667,0.291666666666667
0,-1,8,5,0.604166666666667,0.229166666666667
0,-1,8,6,0.625,0.166666666666667
0,-1,8,7,0.541666666666667,0.395833333333333
0,-1,8,8,0.8125,0.270833333333333
0,-1,9,1,-1,0.068452380952381
0,-1,9,2,0.4375,0.125
0,-1,9,3,0.5625,0.3125
0,-1,9,4,0.604166666666667,0.270833333333333
0,-1,9,5,0.625,0.416666666666667
0,-1,9,6,0.541666666666667,0.395833333333333
0,-1,9,7,0.729166666666667,0.291666666666667
0,-1,9,8,0.75,0.604166666666667
0,-1,10,1,-1,0.273809523809524
0,-1,10,2,0.604166666666667,0.333333333333333
0,-1,10,3,0.520833333333333,0.354166666666667
0,-1,10,4,0.5625,0.520833333333333
0,-1,10,5,0.604166666666667,0.5
0,-1,10,6,0.354166666666667,0.541666666666667
0,-1,10,7,0.541666666666667,0.625
0,-1,10,8,0.729166666666667,0.520833333333333
0,-1,11,1,-1,0.0507246376811594
0,-1,11,2,0.538461538461538,0.0512820512820513
0,-1,11,3,0.525,0.1
0,-1,11,4,0.512820512820513,0.179487179487179
0,-1,11,5,0.461538461538462,0.230769230769231
0,-1,11,6,0.538461538461538,0.230769230769231
0,-1,11,7,0.605263157894737,0.184210526315789
0,-1,11,8,0.625,0.1
0,-1,12,1,-1,0.0535714285714286
0,-1,12,2,0.458333333333333,0.145833333333333
0,-1,12,3,0.5625,0.208333333333333
0,-1,12,4,0.645833333333333,0.166666666666667
0,-1,12,5,0.583333333333333,0.270833333333333
0,-1,12,6,0.541666666666667,0.1875
0,-1,12,7,0.770833333333333,0.1875
0,-1,12,8,0.75,0.145833333333333
0,-1,13,1,-1,0.0267857142857143
0,-1,13,2,0.541666666666667,0.0416666666666667
0,-1,13,3,0.458333333333333,0.0625
0,-1,13,4,0.5625,0.0625
0,-1,13,5,0.520833333333333,0.145833333333333
0,-1,13,6,0.479166666666667,0.1875
0,-1,13,7,0.5625,0.208333333333333
0,-1,13,8,0.583333333333333,0.166666666666667
0,-1,14,1,-1,0.0321428571428571
0,-1,14,2,0.6,0.075
0,-1,14,3,0.575,0.075
0,-1,14,4,0.45,0.05
0,-1,14,5,0.6,0.25
0,-1,14,6,0.525,0.225
0,-1,14,7,0.7,0.425
0,-1,14,8,0.5,0.425
0,-1,15,1,-1,0.330357142857143
0,-1,15,2,0.625,0.229166666666667
0,-1,15,3,0.729166666666667,0.166666666666667
0,-1,15,4,0.8125,0.0833333333333333
0,-1,15,5,0.791666666666667,0.0833333333333333
0,-1,15,6,0.875,0.104166666666667
0,-1,15,7,0.708333333333333,0.0625
0,-1,15,8,0.6875,0.0208333333333333
1,-1,16,1,-1,0.00297619047619048
1,-1,16,2,0.5,0.0208333333333333
1,-1,16,3,0.5,0.0208333333333333
1,-1,16,4,0.604166666666667,0.166666666666667
1,-1,16,5,0.5625,0.104166666666667
1,-1,16,6,0.625,0.1875
1,-1,16,7,0.666666666666667,0.0625
1,-1,16,8,0.875,0.145833333333333
1,-1,17,1,-1,0.113839285714286
1,-1,17,2,0.5,0.1875
1,-1,17,3,0.515625,0.15625
1,-1,17,4,0.578125,0.34375
1,-1,17,5,0.578125,0.328125
1,-1,17,6,0.65625,0.25
1,-1,17,7,0.765625,0.25
1,-1,17,8,0.828125,0.234375
1,-1,18,1,-1,0.143497757847534
1,-1,18,2,0.53125,0.125
1,-1,18,3,0.71875,0.125
1,-1,18,4,0.4375,0.28125
1,-1,18,5,0.59375,0.5
1,-1,18,6,0.59375,0.5625
1,-1,18,7,0.65625,0.5625
1,-1,18,8,0.75,0.25
1,-1,19,1,-1,0.217857142857143
1,-1,19,2,0.475,0.3
1,-1,19,3,0.575,0.475
1,-1,19,4,0.55,0.275
1,-1,19,5,0.65,0.275
1,-1,19,6,0.525,0.275
1,-1,19,7,0.975,0.325
1,-1,19,8,0.825,0.025
1,-1,20,1,-1,0.270758122743682
1,-1,20,2,0.58974358974359,0.256410256410256
1,-1,20,3,0.675,0.525
1,-1,20,4,0.625,0.275
1,-1,20,5,0.475,0.5
1,-1,20,6,0.675,0.375
1,-1,20,7,0.4,0.325
1,-1,20,8,0.5,0.325
1,-1,21,1,-1,0.279761904761905
1,-1,21,2,0.583333333333333,0.270833333333333
1,-1,21,3,0.583333333333333,0.229166666666667
1,-1,21,4,0.375,0.458333333333333
1,-1,21,5,0.458333333333333,0.354166666666667
1,-1,21,6,0.479166666666667,0.458333333333333
1,-1,21,7,0.4375,0.208333333333333
1,-1,21,8,0.8125,0.104166666666667
1,-1,22,1,-1,0.0571428571428571
1,-1,22,2,0.7,0.05
1,-1,22,3,0.625,0.05
1,-1,22,4,0.75,0.05
1,-1,22,5,0.85,0
1,-1,22,6,0.875,0.2
1,-1,22,7,0.75,0.1
1,-1,22,8,0.9,0.35
1,-1,23,1,-1,0.0505952380952381
1,-1,23,2,0.5,0.166666666666667
1,-1,23,3,0.5,0.291666666666667
1,-1,23,4,0.6875,0.520833333333333
1,-1,23,5,0.645833333333333,0.458333333333333
