site,att,subjectID,AUC,alphaC,betaC,gammaC,lambdaC,alphaA,betaA,gammaA,lambdaA,alphaR,betaR,gammaR,lambdaR
0,-1,1,0.0307820572282231,0.179779419687749,3.83719777749752,0.0514208394875094,0.417410674594705,0.128821280183056,5.90761683504297,0.5,0.308015863626975,1.39557237307594,0.649533963464914,0.102841678975019,1.35515966508859
0,-1,2,0.176229458065263,0.190019056169733,4.36767556271397,0.10483532427539,0.220499118052412,0.211129619128019,3.92131428393552,0.5,0.142572518529012,0.900011362472615,1.11382950879685,0.20967064855078,1.54657517681111
0,-1,3,0.0485511384166205,0.202299543972961,2.56377987739908,0.0210971815081558,0.232931721912934,0.177545947139187,21.6643522770379,0.5,0.36476862329883,1.13942079350518,0.118340942974623,0.0421943630163116,0.63857389872623
0,-1,4,0.0287780898909123,0.239188848433881,145.877332392157,0.00416665331041695,0.708334701441115,0.261617185590239,3.19417302283905,0.5,0.227982185690234,0.914270398155391,45.669827948925,0.0083333066208339,3.1069739036696
0,-1,5,0.0496075576727283,0.198606374672086,3.72693736648861,1.60299776058943e-14,0.177205200444394,0.159845066267947,2.73246680279748,0.5,0.280747874033317,1.24249299217759,1.36394607344287,3.20599552117886e-14,0.631189821310508
0,-1,6,0.0199893649567929,0.966866182820591,1.28228685144762,0.0128657540696522,2.26015100392987e-13,0.195941265411836,2.57887644989214,0.5,0.309263328838869,4.93446942270377,0.497226942182999,0.0257315081393044,7.30817653814832e-13
0,-1,7,0.00900443517601487,0.213792727455014,2.58256968542872,0.0219885592387576,0.442829844644551,0.0882262124681699,3.39289667388439,0.5,0.352951293992987,2.42323365668843,0.761169565023047,0.0439771184775152,1.25464859367636
0,-1,8,0.114751903593236,0.326674378495376,2.29920399562369,0.111645494423333,1.79098936206495e-12,0.321629194501736,2.46757232770329,0.5,2.0550112164122e-10,1.01568633718545,0.931767620268175,0.223290988846665,0.00871522913238304
0,-1,9,0.0291581195357492,0.196140389505226,3.37550267519184,3.78802579668824e-14,0.8212756191074,0.234538173224653,3.75770723433774,0.5,0.24374987271777,0.83628343654469,0.898287829436704,7.57605159337648e-14,3.36933763267367
0,-1,10,0.0229218973429373,0.251106690556092,13.182994464072,0.104162002613208,0.787391984338294,0.135030624297918,150.702797760378,0.5,0.270831857151792,1.85962770935632,0.087476773225095,0.208324005226415,2.90730932697104
0,-1,11,0.0314013541249021,0.292578450361412,11.7870059957746,0.202908001527329,0.602457898638486,0.27337859159023,17.6205164919754,0.5,0.377527687117038,1.07023175684495,0.668936463987449,0.405816003054657,1.59579792210503
0,-1,12,0.0961479568147306,0.28481190081233,2.08571578563997,2.52230555987954e-08,0.257996673967753,0.268282635032561,4.10896627087332,0.5,0.23567185395147,1.06161138896583,0.50760109675874,5.04461111975908e-08,1.09472841004119
0,-1,13,0.0256933072981007,0.43310486520693,1.41278749789618,0.00112440523066582,6.07103445306406e-12,0.695333072754396,2.30434241909491,0.5,3.49849541540345e-11,0.622873960951244,0.613097899942792,0.00224881046133164,0.173532725706429
0,-1,14,0.00268892091399235,0.29101828070268,17.8407176168669,0.044815348566539,0.850000765423584,18.8984460787476,3.30906632650112e-14,0.5,0.398301503211791,0.0153990587104379,539146570559407,0.0896306971330781,2.1340636642579
0,-1,15,0.173898585239829,0.151483199793602,3.30070623187064,0.595725504381291,0.0609960628235338,0.0881567573344847,3.18358959868747,0.5,0.227394971734898,1.71833906298122,1.0367876039146,1.19145100876258,0.268238397525536
0,0,1,0.0260715353755262,0.176765276891563,4.61709414495393,0.0113380328081119,0.0212506702013854,0.158889293079871,4.66988760990646,0.5,0.0205938565242635,1.11250590562264,0.988694917445007,0.0226760656162237,1.03189367063658
0,0,2,0.086432191959037,0.170074088366334,3.39382419866129,0.0634466437484883,0.0552898858207217,0.148036840571579,2.1579162458545,0.5,0.0155336528626876,1.14886326747902,1.5727321230289,0.126893287496977,3.55936149143194
0,0,3,0.0293979301717512,0.166370090047758,3.91499084916873,0.026993270579997,0.0878677173995827,0.171787968108373,3.76976637461723,0.5,0.191651725910099,0.968461830474667,1.0385234680667,0.053986541159994,0.458476003711023
0,0,4,0.0162221957873353,0.255119090585448,4.48071698803752,0.00113345397709771,0.171233284474127,0.181753604927435,4.20520054553358,0.5,0.113046473177681,1.40365353791636,1.06551802690993,0.00226690795419541,1.51471584792381
0,0,5,0.0511498121427132,0.17407648811689,4.04649510176566,2.8838488819897e-10,0.0684304997341663,0.147712892785417,10.0505218730587,0.5,0.113084677681566,1.17847863401992,0.402615421654136,5.76769776397939e-10,0.605126186297841
0,0,6,0.00845056890715465,0.229660580103064,6.26459280776722,0.0124018233667062,0.481979454897901,0.244150793213474,2.92096644084562,0.5,2.73128735111548e-13,0.940650558944771,2.14469865869243,0.0248036467334123,1764660370506.45
0,0,7,0.00705963416930129,0.20457853861942,3.58410372031,0.0290466041473727,0.0804252119419046,0.146729148072807,2.00529988488957,0.5,0.121574988127183,1.39425970440385,1.78731557674595,0.0580932082947455,0.661527615020366
0,0,8,0.106255231430514,0.173932082314184,4.51519112959364,0.0530363544753691,0.0405276492673851,0.180571567304526,3.3820609146337,0.5,0.0612759290752302,0.963230728461555,1.33504133827308,0.106072708950738,0.661395916455679
0,0,9,0.0342109098118328,0.245160217220014,4.03177665322618,0.0157646115777368,0.179226292236526,0.220657351078709,3.42371283899046,0.5,3.18944666023092e-14,1.11104486671992,1.17760362589726,0.0315292231554737,5619353804259.89
0,0,10,0.00828558000426246,0.291002885869665,2.38231264327735,4.80427674054275e-13,0.000317761040756166,0.137100604774713,2.01275403721432,0.5,0.0272723138869039,2.12254997961422,1.18360842866548,9.60855348108551e-13,0.0116514147671479
0,0,11,0.0120155000226207,0.212343979747823,2.12305229810441,1.49136995879684e-13,0.294910489644755,0.180860785775174,1.63558132074019,0.5,0.254338210723436,1.1740741854997,1.29804141878046,2.98273991759367e-13,1.15952097329739
0,0,12,0.0478825422803166,0.206628179708478,4.49977664122333,4.44792417552774e-14,0.091314978460049,0.225156128603626,2.52373223901491,0.5,2.48723197130773e-13,0.917710661441663,1.7829849663369,8.89584835105547e-14,367134949668.719
0,0,13,0.00683310040224109,0.206848445640478,2.5630886060662,1.41709989371739e-13,0.0759700625384275,0.291200760146623,1.93821414935253,0.5,2.80592582412211e-12,0.710329346449259,1.3223970152743,2.83419978743478e-13,27074864875.3736
0,0,14,0.000100870621700259,0.26134784978045,3.74718840295751,5.16625889929938e-15,0.0844182962016907,0.20209329107418,1.60588227042059,0.5,0.120815851789442,1.29320398708595,2.33341414372556,1.03325177985988e-14,0.698735264879107
0,0,15,0.151385758201713,0.110268977142048,2.80618400490327,0.378297927898203,0.00926480713372387,0.138383730516152,1.50666078666232,0.5,0.0480267216518159,0.796834835502414,1.8625187764525,0.756595855796407,0.192909422402217
0,1,1,0.0128303875764606,0.153036173998318,4.59875260052715,0.0120122036495158,0.0139005470788512,0.126908506960675,3.39159432116877,0.5,9.46942459871078e-14,1.20587797984055,1.35592649504802,0.0240244072990316,146793999296.891
0,1,2,0.0744751776570289,0.153574353607899,3.70820977667274,8.30725262777206e-13,0.0175212407260235,0.133489591650904,3.1066923883193,0.5,1.56017338407348e-13,1.15045938569893,1.19361987386168,1.66145052555441e-12,112303163897.573
0,1,3,0.024984131794698,0.151280839785509,3.63453221936236,0.0648229172026548,0.0132038346149351,0.129583956937093,4.87156558282946,0.5,0.0938517209972118,1.16743494612492,0.746070674317265,0.12964583440531,0.140688252433084
0,1,4,0.0133012427171514,0.209735801207372,4.04159928355246,8.71301291103916e-13,0.0428481074278626,0.138784867548539,4.36292502754631,0.5,0.00799490189473225,1.51122960962598,0.926350844452956,1.74260258220783e-12,5.35942879500432
0,1,5,0.0170211702100938,0.16496074515941,4.59224950408882,3.76333944104064e-14,0.0156230242395457,0.139126554464914,3.69711475748569,0.5,0.00721165506127119,1.18568842442663,1.24211711167221,7.52667888208128e-14,2.16635766780446
0,1,6,0.015554980051331,0.263226768707069,2.02983600464892,1.63719378144438e-12,0.00741375681503835,0.140966249125292,2.97685664965811,0.5,0.0078497031677747,1.86730348817829,0.681872271169673,3.27438756288877e-12,0.944463332763201
0,1,7,0.00465256223181072,0.173341027329625,3.39784062762036,0.0120315198091463,0.0211201832229876,0.121669102216255,2.27209710819872,0.5,0.0147287071471522,1.4246922527753,1.4954645271804,0.0240630396182926,1.43394685032292
0,1,8,0.0547374078320533,0.138815900444951,3.14656348062418,2.04545085864491e-13,0.0504498902368581,0.115924325921728,3.05868549507082,0.5,0.0136156900894897,1.19746998174205,1.02873063794724,4.09090171728981e-13,3.70527603854628
0,1,9,0.0108548105289245,0.215222024700013,4.00894848378524,8.34680009843e-15,0.289609705741648,0.150157333848155,3.51433260294993,0.5,0.00251946497078536,1.43331011003201,1.14074247850648,1.669360019686e-14,114.94889157017
0,1,10,0.0104565751656512,0.19554675919361,2.44285982202618,2.72532672871974e-14,0.0478618435449713,0.0985067775231934,2.56187806478205,0.5,1.74914770535755e-14,1.98510969610765,0.953542580971357,5.45065345743948e-14,2736295133817.06
0,1,11,0.0317806676836193,0.135688870684488,3.76816504500546,0.2420149351746,0.0322014729734818,0.122320368266112,2.29976248789565,0.5,0.0287972667245456,1.10929089413214,1.63850183001003,0.4840298703492,1.118212824901
0,1,12,0.022995112664009,0.188777690790504,4.20525839260895,6.12348556753618e-13,0.0927930685722523,0.145797646059284,3.79923549598904,0.5,0.0207641537980775,1.29479244619452,1.10686963128465,1.22469711350724e-12,4.46890682252815
0,1,13,0.00777055891668388,0.14208476505671,4.72931706898613,0.060071354432443,0.0261594046633707,0.146792831141104,3.32872310181878,0.5,0.0229804582796652,0.967927138895026,1.4207601306345,0.120142708864886,1.1383325930675
0,1,14,0.00039165865968425,0.209153730280431,3.99778874501989,9.58603319569829e-14,0.0705619828209456,0.142553469489736,3.122494400917,0.5,0.0207299006453379,1.4671949481769,1.28031894752024,1.91720663913966e-13,3.40387462671293
0,1,15,0.174612052636097,0.113539801895756,4.66814475101794,0.589690399605897,0.0178179778699695,0.108806963229232,2.81778279940671,0.5,3.50494026367785e-13,1.04349757153458,1.65667302391115,1.17938079921179,50836751925.9016
