site,att,subjectID,contrast,pCorrect,pSeen
0,0,1,2,0.541666666666667,0.0625
0,0,1,3,0.645833333333333,0.270833333333333
0,0,1,4,0.541666666666667,0.291666666666667
0,0,1,5,0.708333333333333,0.479166666666667
0,0,1,6,0.8125,0.729166666666667
0,0,1,7,0.895833333333333,0.833333333333333
0,0,1,8,0.979166666666667,1
0,0,2,1,-1,0.214285714285714
0,0,2,2,0.607142857142857,0.339285714285714
0,0,2,3,0.714285714285714,0.571428571428571
0,0,2,4,0.839285714285714,0.732142857142857
0,0,2,5,0.75,0.785714285714286
0,0,2,6,0.946428571428571,0.928571428571429
0,0,2,7,0.910714285714286,0.946428571428571
0,0,2,8,0.982142857142857,1
0,0,3,1,-1,0.0863095238095238
0,0,3,2,0.458333333333333,0.145833333333333
0,0,3,3,0.5625,0.25
0,0,3,4,0.541666666666667,0.541666666666667
0,0,3,5,0.729166666666667,0.604166666666667
0,0,3,6,0.666666666666667,0.75
0,0,3,7,0.729166666666667,0.833333333333333
0,0,3,8,0.8125,0.979166666666667
0,0,4,1,-1,0.056547619047619
0,0,4,2,0.520833333333333,0.166666666666667
0,0,4,3,0.583333333333333,0.4375
0,0,4,4,0.666666666666667,0.604166666666667
0,0,4,5,0.791666666666667,0.708333333333333
0,0,4,6,0.8125,0.854166666666667
0,0,4,7,0.854166666666667,0.833333333333333
0,0,4,8,0.895833333333333,0.979166666666667
0,0,5,1,-1,0.0178571428571429
0,0,5,2,0.520833333333333,0.0416666666666667
0,0,5,3,0.5625,0.458333333333333
0,0,5,4,0.791666666666667,0.770833333333333
0,0,5,5,0.854166666666667,0.8125
0,0,5,6,0.895833333333333,0.895833333333333
0,0,5,7,0.875,0.979166666666667
0,0,5,8,0.916666666666667,0.979166666666667
0,0,6,1,-1,0.407142857142857
0,0,6,2,0.475,0.5
0,0,6,3,0.725,0.525
0,0,6,4,0.6,0.775
0,0,6,5,0.6,0.7
0,0,6,6,0.825,0.9
0,0,6,7,0.775,0.95
0,0,6,8,0.975,1
0,0,7,1,-1,0.142857142857143
0,0,7,2,0.604166666666667,0.270833333333333
0,0,7,3,0.729166666666667,0.541666666666667
0,0,7,4,0.708333333333333,0.6875
0,0,7,5,0.729166666666667,0.6875
0,0,7,6,0.895833333333333,0.916666666666667
0,0,7,7,0.8125,0.958333333333333
0,0,7,8,0.875,0.958333333333333
0,0,8,1,-1,0.25297619047619
0,0,8,2,0.5625,0.333333333333333
0,0,8,3,0.5625,0.4375
0,0,8,4,0.604166666666667,0.541666666666667
0,0,8,5,0.75,0.791666666666667
0,0,8,6,0.708333333333333,0.791666666666667
0,0,8,7,0.833333333333333,0.895833333333333
0,0,8,8,0.9375,1
0,0,9,1,-1,0.068452380952381
0,0,9,2,0.583333333333333,0.104166666666667
0,0,9,3,0.583333333333333,0.291666666666667
0,0,9,4,0.708333333333333,0.5
0,0,9,5,0.708333333333333,0.6875
0,0,9,6,0.8125,0.791666666666667
0,0,9,7,0.875,0.895833333333333
0,0,9,8,1,1
0,0,10,1,-1,0.333333333333333
0,0,10,2,0.625,0.479166666666667
0,0,10,3,0.604166666666667,0.604166666666667
0,0,10,4,0.666666666666667,0.729166666666667
0,0,10,5,0.6875,0.770833333333333
0,0,10,6,0.6875,0.75
0,0,10,7,0.854166666666667,0.895833333333333
0,0,10,8,0.958333333333333,1
0,0,11,1,-1,0.0571428571428571
0,0,11,2,0.575,0.2
0,0,11,3,0.675,0.6
0,0,11,4,0.725,0.475
0,0,11,5,0.625,0.7
0,0,11,6,0.625,0.7
0,0,11,7,0.8,0.875
0,0,11,8,0.725,0.85
0,0,12,1,-1,0.0952380952380952
0,0,12,2,0.583333333333333,0.3125
0,0,12,3,0.666666666666667,0.5625
0,0,12,4,0.791666666666667,0.770833333333333
0,0,12,5,0.833333333333333,0.854166666666667
0,0,12,6,0.916666666666667,0.9375
0,0,12,7,0.854166666666667,0.979166666666667
0,0,12,8,1,1
0,0,13,1,-1,0.0476190476190476
0,0,13,2,0.520833333333333,0.0625
0,0,13,3,0.604166666666667,0.3125
0,0,13,4,0.645833333333333,0.416666666666667
0,0,13,5,0.645833333333333,0.583333333333333
0,0,13,6,0.75,0.8125
0,0,13,7,0.645833333333333,0.770833333333333
0,0,13,8,0.875,0.979166666666667
0,0,14,1,-1,0.0392857142857143
0,0,14,2,0.55,0.125
0,0,14,3,0.725,0.2
0,0,14,4,0.7,0.475
0,0,14,5,0.775,0.775
0,0,14,6,0.675,0.75
0,0,14,7,0.8,0.9
0,0,14,8,0.85,1
0,0,15,1,-1,0.803571428571429
0,0,15,2,0.666666666666667,0.770833333333333
0,0,15,3,0.729166666666667,0.958333333333333
0,0,15,4,0.791666666666667,0.979166666666667
0,0,15,5,0.75,0.9375
0,0,15,6,0.9375,1
0,0,15,7,0.854166666666667,1
0,0,15,8,0.9375,1
1,0,16,1,-1,0.017910447761194
1,0,16,2,0.5,0
1,0,16,3,0.520833333333333,0.0416666666666667
1,0,16,4,0.604166666666667,0.1875
1,0,16,5,0.625,0.270833333333333
1,0,16,6,0.729166666666667,0.541666666666667
1,0,16,7,0.875,0.729166666666667
1,0,16,8,1,0.979166666666667
1,0,17,1,-1,0.109375
1,0,17,2,0.546875,0.03125
1,0,17,3,0.421875,0.25
1,0,17,4,0.609375,0.359375
1,0,17,5,0.640625,0.578125
1,0,17,6,0.828125,0.71875
1,0,17,7,0.828125,0.703125
1,0,17,8,0.96875,1
1,0,18,1,-1,0.09375
1,0,18,2,0.59375,0.0625
1,0,18,3,0.5,0.28125
1,0,18,4,0.59375,0.53125
1,0,18,5,0.8125,0.78125
1,0,18,6,0.8125,0.96875
1,0,18,7,0.8125,0.9375
1,0,18,8,0.90625,1
1,0,19,1,-1,0.214285714285714
1,0,19,2,0.625,0.325
1,0,19,3,0.675,0.65
1,0,19,4,0.75,0.775
1,0,19,5,0.775,0.85
1,0,19,6,0.9,0.875
1,0,19,7,0.825,1
1,0,19,8,0.925,0.975
1,0,20,1,-1,0.45
1,0,20,2,0.675,0.575
1,0,20,3,0.525,0.575
1,0,20,4,0.675,0.775
1,0,20,5,0.725,0.775
1,0,20,6,0.725,0.95
1,0,20,7,0.65,0.9
1,0,20,8,0.775,0.875
1,0,21,1,-1,0.404761904761905
1,0,21,2,0.583333333333333,0.333333333333333
1,0,21,3,0.645833333333333,0.5625
1,0,21,4,0.604166666666667,0.75
1,0,21,5,0.6875,0.645833333333333
1,0,21,6,0.8125,0.75
1,0,21,7,0.833333333333333,0.8125
1,0,21,8,1,1
1,0,22,1,-1,0.0107142857142857
1,0,22,2,0.65,0.025
1,0,22,3,0.725,0.125
1,0,22,4,0.85,0.15
1,0,22,5,0.9,0.15
1,0,22,6,0.9,0.325
1,0,22,7,0.925,0.375
1,0,22,8,1,0.725
1,0,23,1,-1,0.0178571428571429
1,0,23,2,0.604166666666667,0.104166666666667
1,0,23,3,0.604166666666667,0.4375
1,0,23,4,0.791666666666667,0.770833333333333
1,0,23,5,0.75,0.770833333333333
1,0,23,6,0.9375,0.958333333333333
1,0,23,7,0.875,0.916666666666667
1,0,23,8,0.958333333333333,1
1,0,24,1,-1,0.660714285714286
1,0,24,2,0.675,0.75
1,0,24,3,0.625,0.925
1,0,24,4,0.7,0.775
1,0,24,5,0.8,0.95
1,0,24,6,0.8,0.925
1,0,24,7,0.875,0.95
1,0,24,8,0.975,1
1,0,25,1,-1,0.0285714285714286
1,0,25,2,0.45,0.1
1,0,25,3,0.725,0.6
1,0,25,4,0.8,0.65
1,0,25,5,0.85,0.9
1,0,25,6,0.775,0.9
1,0,25,7,0.875,0.975
1,0,25,8,0.9,1
1,0,26,1,-1,0.738095238095238
1,0,26,2,0.479166666666667,0.833333333333333
1,0,26,3,0.5625,0.895833333333333
1,0,26,4,0.645833333333333,0.875
1,0,26,5,0.8125,0.979166666666667
1,0,26,6,0.791666666666667,1
1,0,26,7,0.875,0.979166666666667
1,0,26,8,0.895833333333333,1
1,0,27,1,-1,0.0595238095238095
1,0,27,2,0.5,0.0416666666666667
1,0,27,3,0.6875,0.395833333333333
1,0,27,4,0.729166666666667,0.520833333333333
1,0,27,5,0.8125,0.75
1,0,27,6,0.791666666666667,0.916666666666667
1,0,27,7,0.833333333333333,0.979166666666667
1,0,27,8,0.9375,1
1,0,28,1,-1,0.537537537537538
1,0,28,2,0.541666666666667,0.604166666666667
1,0,28,3,0.520833333333333,0.791666666666667
1,0,28,4,0.604166666666667,0.854166666666667
1,0,28,5,0.666666666666667,0.895833333333333
1,0,28,6,0.708333333333333,0.958333333333333
1,0,28,7,0.833333333333333,1
1,0,28,8,0.9375,1
1,0,29,1,-1,0.241071428571429
1,0,29,2,0.520833333333333,0.208333333333333
1,0,29,3,0.583333333333333,0.458333333333333
1,0,29,4,0.625,0.666666666666667
1,0,29,5,0.75,0.666666666666667
1,0,29,6,0.75,0.75
1,0,29,7,0.854166666666667,0.9375
1,0,29,8,0.9375,0.979166666666667
1,0,30,1,-1,0.0535714285714286
1,0,30,2,0.525,0.075
1,0,30,3,0.775,0.525
1,0,30,4,0.75,0.725
1,0,30,5,0.9,0.825
1,0,30,6,0.9,0.775
1,0,30,7,0.85,0.8
1,0,30,8,0.95,0.975
0,1,1,1,-1,0.0515873015873016
0,1,1,2,0.465277777777778,0.0972222222222222
0,1,1,3,0.715277777777778,0.430555555555556
0,1,1,4,0.819444444444444,0.638888888888889
0,1,1,5,0.861111111111111,0.805555555555556
0,1,1,6,0.9375,0.895833333333333
0,1,1,7,0.979166666666667,0.972222222222222
0,1,1,8,1,1
0,1,2,1,-1,0.115843270868825
0,1,2,2,0.571428571428571,0.238095238095238
0,1,2,3,0.761904761904762,0.5
0,1,2,4,0.832335329341317,0.718562874251497
0,1,2,5,0.93452380952381,0.875
0,1,2,6,0.964285714285714,0.93452380952381
0,1,2,7,0.988095238095238,0.988095238095238
0,1,2,8,1,1
0,1,3,1,-1,0.12797619047619
0,1,3,2,0.541666666666667,0.229166666666667
0,1,3,3,0.652777777777778,0.4375
0,1,3,4,0.763888888888889,0.645833333333333
0,1,3,5,0.854166666666667,0.743055555555556
0,1,3,6,0.916666666666667,0.916666666666667
0,1,3,7,0.902777777777778,0.972222222222222
0,1,3,8,0.895833333333333,1
0,1,4,1,-1,0.0496031746031746
0,1,4,2,0.576388888888889,0.298611111111111
0,1,4,3,0.819444444444444,0.736111111111111
0,1,4,4,0.888888888888889,0.840277777777778
0,1,4,5,0.993055555555556,0.993055555555556
0,1,4,6,0.993055555555556,1
0,1,4,7,0.986111111111111,1
0,1,4,8,0.993055555555556,1
0,1,5,1,-1,0.0119047619047619
0,1,5,2,0.513888888888889,0.118055555555556
0,1,5,3,0.770833333333333,0.576388888888889
0,1,5,4,0.888888888888889,0.798611111111111
0,1,5,5,0.930555555555556,0.923611111111111
0,1,5,6,0.972222222222222,0.979166666666667
0,1,5,7,0.993055555555556,1
0,1,5,8,0.993055555555556,1
0,1,6,1,-1,0.232142857142857
0,1,6,2,0.633333333333333,0.483333333333333
0,1,6,3,0.775,0.75
0,1,6,4,0.941666666666667,0.875
0,1,6,5,0.925,0.958333333333333
0,1,6,6,0.975,0.983333333333333
0,1,6,7,0.991666666666667,0.991666666666667
0,1,6,8,0.991525423728814,1
0,1,7,1,-1,0.35515873015873
0,1,7,2,0.673611111111111,0.534722222222222
0,1,7,3,0.8125,0.819444444444444
0,1,7,4,0.888888888888889,0.944444444444444
0,1,7,5,0.916666666666667,0.944444444444444
0,1,7,6,0.979166666666667,0.993055555555556
0,1,7,7,0.965277777777778,1
0,1,7,8,0.986111111111111,1
0,1,8,1,-1,0.132936507936508
0,1,8,2,0.569444444444444,0.215277777777778
0,1,8,3,0.798611111111111,0.666666666666667
0,1,8,4,0.895833333333333,0.833333333333333
0,1,8,5,0.930555555555556,0.895833333333333
0,1,8,6,0.965277777777778,0.944444444444444
0,1,8,7,0.986111111111111,0.986111111111111
0,1,8,8,0.986111111111111,1
0,1,9,1,-1,0.0327706057596822
0,1,9,2,0.573426573426573,0.230769230769231
0,1,9,3,0.777777777777778,0.527777777777778
0,1,9,4,0.909722222222222,0.8125
0,1,9,5,0.958333333333333,0.923611111111111
0,1,9,6,0.979166666666667,0.979166666666667
0,1,9,7,0.993055555555556,0.993055555555556
0,1,9,8,1,1
0,1,10,1,-1,0.22718253968254
0,1,10,2,0.534722222222222,0.319444444444444
0,1,10,3,0.708333333333333,0.555555555555556
0,1,10,4,0.770833333333333,0.659722222222222
0,1,10,5,0.854166666666667,0.770833333333333
0,1,10,6,0.902777777777778,0.847222222222222
0,1,10,7,0.9375,0.9375
0,1,10,8,1,1
0,1,11,1,-1,0.0904704463208685
0,1,11,2,0.805084745762712,0.677966101694915
0,1,11,3,0.899159663865546,0.949579831932773
0,1,11,4,0.95,0.975
0,1,11,5,0.966386554621849,0.991596638655462
0,1,11,6,0.966386554621849,1
0,1,11,7,0.957983193277311,0.991596638655462
0,1,11,8,0.983050847457627,1
0,1,12,1,-1,0.0436507936507936
0,1,12,2,0.701388888888889,0.4375
0,1,12,3,0.888888888888889,0.784722222222222
0,1,12,4,0.965277777777778,0.9375
0,1,12,5,0.958333333333333,1
0,1,12,6,0.986111111111111,0.986111111111111
0,1,12,7,0.986111111111111,0.993055555555556
0,1,12,8,0.979166666666667,0.986111111111111
0,1,13,1,-1,0.0267857142857143
0,1,13,2,0.618055555555556,0.159722222222222
0,1,13,3,0.694444444444444,0.513888888888889
0,1,13,4,0.8125,0.784722222222222
0,1,13,5,0.902777777777778,0.9375
0,1,13,6,0.958333333333333,0.972222222222222
0,1,13,7,0.958333333333333,0.986111111111111
0,1,13,8,0.979166666666667,0.986111111111111
0,1,14,1,-1,0.157142857142857
0,1,14,2,0.641666666666667,0.275
0,1,14,3,0.783333333333333,0.675
0,1,14,4,0.891666666666667,0.875
0,1,14,5,0.958333333333333,0.975
0,1,14,6,0.958333333333333,0.983333333333333
0,1,14,7,0.975,0.991666666666667
0,1,14,8,0.983333333333333,1
0,1,15,1,-1,0.626984126984127
0,1,15,2,0.611111111111111,0.777777777777778
0,1,15,3,0.881944444444444,0.930555555555556
0,1,15,4,0.930555555555556,0.986111111111111
0,1,15,5,0.972222222222222,0.993055555555556
0,1,15,6,0.986111111111111,1
0,1,15,7,1,1
0,1,15,8,1,1
1,1,16,1,-1,0.00198609731876862
1,1,16,2,0.5,0.0138888888888889
1,1,16,3,0.506944444444444,0.0972222222222222
1,1,16,4,0.604166666666667,0.326388888888889
1,1,16,5,0.736111111111111,0.527777777777778
1,1,16,6,0.868055555555556,0.763888888888889
1,1,16,7,0.944444444444444,0.902777777777778
1,1,16,8,1,1
1,1,17,1,-1,0.111607142857143
1,1,17,2,0.494791666666667,0.166666666666667
1,1,17,3,0.65625,0.401041666666667
1,1,17,4,0.755208333333333,0.541666666666667
1,1,17,5,0.755208333333333,0.640625
1,1,17,6,0.901041666666667,0.734375
1,1,17,7,0.875,0.833333333333333
1,1,17,8,0.989583333333333,1
1,1,18,1,-1,0.0833333333333333
1,1,18,2,0.614583333333333,0.208333333333333
1,1,18,3,0.666666666666667,0.427083333333333
1,1,18,4,0.822916666666667,0.791666666666667
1,1,18,5,0.927083333333333,0.927083333333333
1,1,18,6,0.9375,0.989583333333333
1,1,18,7,0.926315789473684,0.978947368421053
1,1,18,8,0.989583333333333,0.989583333333333
1,1,19,1,-1,0.113095238095238
1,1,19,2,0.608333333333333,0.183333333333333
1,1,19,3,0.758333333333333,0.65
1,1,19,4,0.916666666666667,0.816666666666667
1,1,19,5,0.925,0.908333333333333
1,1,19,6,0.915966386554622,0.932773109243697
1,1,19,7,0.966666666666667,0.966666666666667
1,1,19,8,0.975,0.983333333333333
1,1,20,1,-1,0.327380952380952
1,1,20,2,0.733333333333333,0.675
1,1,20,3,0.841666666666667,0.85
1,1,20,4,0.825,0.9
1,1,20,5,0.858333333333333,0.941666666666667
1,1,20,6,0.891666666666667,0.975
1,1,20,7,0.915966386554622,0.983193277310924
1,1,20,8,0.933333333333333,0.991666666666667
1,1,21,1,-1,0.294642857142857
1,1,21,2,0.729166666666667,0.354166666666667
1,1,21,3,0.902777777777778,0.5625
1,1,21,4,0.951388888888889,0.854166666666667
1,1,21,5,0.979166666666667,0.916666666666667
1,1,21,6,0.979166666666667,0.930555555555556
1,1,21,7,0.993055555555556,0.993055555555556
1,1,21,8,1,1
1,1,22,1,-1,0.0392857142857143
1,1,22,2,0.675,0.05
1,1,22,3,0.866666666666667,0.15
1,1,22,4,0.883333333333333,0.233333333333333
1,1,22,5,0.966386554621849,0.327731092436975
1,1,22,6,0.991666666666667,0.433333333333333
1,1,22,7,1,0.533333333333333
1,1,22,8,0.991666666666667,0.833333333333333
1,1,23,1,-1,0.00198412698412698
1,1,23,2,0.569444444444444,0.138888888888889
1,1,23,3,0.722222222222222,0.472222222222222
1,1,23,4,0.923611111111111,0.840277777777778
1,1,23,5,0.965277777777778,0.944444444444444
1,1,23,6,0.986111111111111,0.972222222222222
1,1,23,7,0.979166666666667,0.986111111111111
1,1,23,8,0.993055555555556,0.979166666666667
1,1,24,1,-1,0.749403341288783
1,1,24,2,0.630252100840336,0.857142857142857
1,1,24,3,0.85,0.916666666666667
1,1,24,4,0.883333333333333,0.983333333333333
1,1,24,5,0.933333333333333,0.991666666666667
1,1,24,6,0.95,0.983333333333333
1,1,24,7,0.966666666666667,1
1,1,24,8,0.991596638655462,1
1,1,25,1,-1,0.0680190930787589
1,1,25,2,0.758333333333333,0.375
1,1,25,3,0.891666666666667,0.758333333333333
1,1,25,4,0.916666666666667,0.933333333333333
1,1,25,5,0.983333333333333,0.983333333333333
1,1,25,6,0.983333333333333,1
1,1,25,7,0.983333333333333,1
1,1,25,8,0.975,1
1,1,26,1,-1,0.433962264150943
