att,subjectID,AUC,alphaC,betaC,gammaC,lambdaC,alphaA,betaA,gammaA,lambdaA,alphaR,betaR,gammaR,lambdaR
-1,1,0.0202976187688578,63.5782650193635,6.95687416243299,0.0654761895769607,0.418405604238521,0.175575890009399,3.01612412532743,0.5,0.188127520574509,362.112730944778,2.30656096147162,0.130952379153921,2.22405314735867
-1,2,0.0410602952952274,0.104409230563593,13.6365806171909,0.0415428260420873,0.75000001776412,0.123874425496858,4.49048155512274,0.5,0.262541222420619,0.842863489738174,3.03677466431953,0.0830856520841745,2.85669431584553
-1,3,0.0657466301819749,59.2337902969174,6.34350027056693e-16,0.0570640524719652,0.783671955376843,0.117556166239738,4.09372771121068,0.5,0.0727028471236404,503.876505942862,1.54956575475092e-16,0.11412810494393,10.7791095724781
-1,4,0.0611958489504493,0.219828373726712,15.7127460605695,1.95944322570572e-07,0.699957302874598,0.396145990115031,4.26625381360967,0.5,0.271294139730732,0.554917578902867,3.68303123701751,3.91888645141143e-07,2.58006790551881
-1,5,0.198804988918883,0.113044245302875,10.8603022870642,0.145377821918383,0.454166629241609,0.183607015663457,3.50957232337554,0.5,0.0812424119175544,0.615685870686336,3.0944802632301,0.290755643836766,5.59026521396856
-1,6,0.126687142195107,0.101974228929924,13.213075066847,0.0203740820895117,0.666666670027788,0.260006511092175,2.40726370788015,0.5,0.0388429567005039,0.392198751106556,5.48883573643972,0.0407481641790235,17.1631288310022
-1,7,0.261033675643111,0.0641751876514945,8.26747423874335,1.85196086507822e-06,0.322916646372697,0.179393333200492,2.66164978082942,0.5,0.0639511600186153,0.357734518371269,3.10614653298491,3.70392173015643e-06,5.04942594127613
-1,8,0.218679053805326,0.242083888394263,8.87524955795193e-14,0.00366763200020826,0.126397365359839,0.139229279113857,6.39625115150792,0.5,0.0961901989544162,1.73874266917876,1.38757052337752e-14,0.00733526400041651,1.3140358033747
-1,9,0.140117553509608,0.179111333901207,5.53102149215487,0.038296636396762,0.557463475203053,0.622326865268664,1.80283822111648,0.5,0.0930794985383402,0.287809098236315,3.06795220301552,0.0765932727935241,5.98911128612741
-1,10,0.152092711264805,0.0423780251536718,0.252269830785687,1.6391822033991e-13,0.512541450606603,0.256449141982758,2.16184152271586,0.5,0.0837267719507113,0.165249237435627,0.116692101680408,3.2783644067982e-13,6.12159574130397
-1,11,0.00279761893492362,17.5801650549022,9.4368502183351,0.00595238071260345,0.833614241559625,0.172738336738538,3.58999389936631,0.5,0.0226672445252503,101.773383875474,2.62865355286561,0.0119047614252069,36.7761613296674
-1,12,0.209325196637035,0.0722343221178874,0.174387071777052,5.40246944078329e-13,0.268513923207839,0.169367478432357,2.73030063058373,0.5,0.0605263181166451,0.426494642221038,0.0638710147240337,1.08049388815666e-12,4.43631682155793
-1,13,0.0488095230658309,56.1979278372297,7.47382458686624,0.119047617233734,0.355807673517463,0.222706588517219,5.72720786269161,0.5,0.0883364874870634,252.340661367029,1.30496827879297,0.238095234467468,4.02786757362941
-1,14,0.138324361186937,1.53838079493812,4.78880496135534e-15,0.00020127527909266,0.20439231815574,0.169634559047431,2.08329007225429,0.5,0.210865733451735,9.06879354995096,2.29867411414939e-15,0.000402550558185321,0.969300771680494
-1,15,0.114025708515825,49.4924113197233,6.25822719432852e-15,0.0194276224022938,0.596979194683257,0.207155080425435,2.94076582883255,0.5,0.0424827131201326,238.914784122506,2.12809436677009e-15,0.0388552448045876,14.0522850552204
0,1,0.0159227127729927,52.2250263233027,0.371575953401805,4.95541765478995e-16,0.487260363895078,0.155161636934031,4.95980702900391,0.5,0.0885421103805489,336.584656847277,0.0749174214296862,9.91083530957989e-16,5.50314829634014
0,2,0.042279747801338,46.2207855049575,3.56979437352675e-15,0.0184499730529451,0.714116836532663,0.123240997870139,9.89369809012849,0.5,0.0624625475203813,375.043908307697,3.60814969388296e-16,0.0368999461058903,11.4327203241214
0,3,0.0400000006331857,45.0302326987452,6.64339485399803,0.0952380967456803,0.0858653008118436,0.107423742236724,7.72234897875155,0.5,0.0498958063090402,419.183243491133,0.860281615383827,0.190476193491361,1.72089213830956
0,4,0.0621366830710061,0.224284575655702,14.9455070865393,0.0208332047393243,0.447698716973035,0.250368479331709,7.68115932458478,0.5,0.130685747898689,0.895817941037821,1.94573585249089,0.0416664094786486,3.42576542715355
0,5,0.150704525421419,18.0554388370559,2.70378009307046e-15,0.00697637936346679,0.41552708661319,0.154052066176278,4.42534234061158,0.5,0.0143248040837682,117.203483764999,6.1097648158375e-16,0.0139527587269336,29.0075231872828
0,6,0.111852139089941,184.964920525712,0.0678552612159867,1.05155412282901e-14,0.409393119218353,0.150033712346964,2.85843018153531,0.5,0.078642729456255,1232.822394596,0.0237386456574359,2.10310824565801e-14,5.20573385548727
0,7,0.252166350446624,0.0945866640672388,3.83536609956925,0.0382634873556783,0.179936627340313,0.12803017334637,4.11239344836376,0.5,0.0240360608078548,0.738784159975683,0.932635981388228,0.0765269747113567,7.48611133824021
0,8,0.152838238467903,5.25963569495214,1.90314796595237e-14,0.00217053514813419,0.389188860404126,0.123018995784713,2.39864230353775,0.5,0.0519483575912627,42.7546628990264,7.9342716633715e-15,0.00434107029626838,7.49184148354258
0,9,0.0671136547295564,1.09465404215854,0.278280429400088,6.59890453843613e-17,0.528056814084548,0.261357899392182,1.07589299072589,0.5,0.0344519392922034,4.18833348716181,0.258650657452778,1.31978090768723e-16,15.3273465858002
0,10,0.0916604027338857,32.7720288099624,9.73733452022746e-15,0.0106519554853762,0.648371124938134,0.180475635859581,4.42551642432213,0.5,0.035415930409289,181.586997346615,2.20027079025449e-15,0.0213039109707523,18.307329990915
0,11,0.00419642855016597,17.8703289826911,9.49999853426966,0.00892857138333186,0.00338242630782911,0.147012408846433,2.63740882417442,0.5,2.87645252117278e-14,121.556602758331,3.60201969720922,0.0178571427666637,117590201226.406
0,12,0.110213628895945,0.0912020099171853,9.95329399006752,0.0133780913537789,0.576388892534631,0.141037371896242,1.72800281963459,0.5,4.43023422655795e-13,0.646651371129353,5.75999869732407,0.0267561827075577,1301034805517.39
0,13,0.0280660947637354,6.75787837239734,5.0028574760918,0.0684538848497869,5.0398323156576e-14,0.158948767708721,6.45473146218321,0.5,0.0349150180152422,42.516079047441,0.775068258904711,0.136907769699574,1.44345688536018e-12
0,14,0.0818699735848118,9.96361043345836,2.5756440273872e-15,0.00494725166160291,0.532052788798358,0.162667117647897,1.67247716014358,0.5,6.7973250853494e-13,61.2515336690553,1.54001745959035e-15,0.00989450332320581,782738477441.835
0,15,0.0881059636439459,46.3392652518903,4.82594912494468e-15,0.0140497266641554,0.688014658439414,0.147415039446633,2.39799801598257,0.5,0.0527749446148704,314.345574412481,2.01249087479636e-15,0.0280994533283108,13.0367670389852
1,1,0.0190089595625192,6.32144910122691,0.704280686826134,1.83986852322551e-14,2.62777756579903e-12,0.170955989118942,3.93297057802458,0.5,0.00711416093063749,36.9770555205808,0.179070926886993,3.67973704645101e-14,3.6937280326094e-10
