correctDis,pSeen,rt,pSeenFeature,expt,subjectID,attention,stimStrength,stimType,taskType,site
0.791666666666667,0.708333333333333,1.04266688227654,0.229166666666667,3,63,0,4,1,0,0
0.8125,0.854166666666667,0.982252031564713,0.291666666666667,3,63,0,5,1,0,0
0.854166666666667,0.833333333333333,0.90303631623586,0.375,3,63,0,6,1,0,0
0.895833333333333,0.979166666666667,1.01791550715764,0.8125,3,63,0,7,1,0,0
NaN,NaN,NaN,NaN,3,63,1,0,1,0,0
0.576388888888889,0.298611111111111,0.503548223111365,0.0347222222222222,3,63,1,1,1,0,0
0.819444444444444,0.736111111111111,0.691412698891428,0.125,3,63,1,2,1,0,0
0.888888888888889,0.840277777777778,0.70536335474915,0.277777777777778,3,63,1,3,1,0,0
0.993055555555556,0.993055555555556,0.783838427729077,0.493055555555556,3,63,1,4,1,0,0
0.993055555555556,1,0.76601939731174,0.604166666666667,3,63,1,5,1,0,0
0.986111111111111,1,0.784321279989349,0.743055555555556,3,63,1,6,1,0,0
0.993055555555556,1,0.757847673363156,0.958333333333333,3,63,1,7,1,0,0
NaN,NaN,NaN,NaN,3,64,-1,0,1,0,0
0.5,0.0625,0.584747855861982,0,3,64,-1,1,1,0,0
0.645833333333333,0.291666666666667,0.828832810123762,0.145833333333333,3,64,-1,2,1,0,0
0.645833333333333,0.541666666666667,0.977282618482908,0.333333333333333,3,64,-1,3,1,0,0
0.5625,0.645833333333333,1.09822853902976,0.3125,3,64,-1,4,1,0,0
0.708333333333333,0.666666666666667,0.986169159412384,0.583333333333333,3,64,-1,5,1,0,0
0.729166666666667,0.854166666666667,1.17507264514764,0.5625,3,64,-1,6,1,0,0
0.708333333333333,0.916666666666667,1.06317784885565,0.833333333333333,3,64,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,64,0,0,1,0,0
0.520833333333333,0.0416666666666667,0.536120598514875,0.0208333333333333,3,64,0,1,1,0,0
0.5625,0.458333333333333,0.7675761282444,0.229166666666667,3,64,0,2,1,0,0
0.791666666666667,0.770833333333333,1.1631998916467,0.479166666666667,3,64,0,3,1,0,0
0.854166666666667,0.8125,1.11534484227498,0.5625,3,64,0,4,1,0,0
0.895833333333333,0.895833333333333,1.03245359659195,0.729166666666667,3,64,0,5,1,0,0
0.875,0.979166666666667,0.918124422430992,0.854166666666667,3,64,0,6,1,0,0
0.916666666666667,0.979166666666667,0.88597076634566,0.9375,3,64,0,7,1,0,0
NaN,NaN,NaN,NaN,3,64,1,0,1,0,0
0.513888888888889,0.118055555555556,0.380794255269898,0.0208333333333333,3,64,1,1,1,0,0
0.770833333333333,0.576388888888889,0.509468287229538,0.270833333333333,3,64,1,2,1,0,0
0.888888888888889,0.798611111111111,0.601382200916608,0.486111111111111,3,64,1,3,1,0,0
0.930555555555556,0.923611111111111,0.614977687597275,0.763888888888889,3,64,1,4,1,0,0
0.972222222222222,0.979166666666667,0.504174103339513,0.826388888888889,3,64,1,5,1,0,0
0.993055555555556,1,0.481887665059831,0.965277777777778,3,64,1,6,1,0,0
0.993055555555556,1,0.431866063012017,0.986111111111111,3,64,1,7,1,0,0
NaN,NaN,NaN,NaN,3,65,-1,0,1,0,0
0.45,0.375,0.51222231388092,0.05,3,65,-1,1,1,0,0
0.625,0.525,0.492875206470489,0.15,3,65,-1,2,1,0,0
0.575,0.675,0.58338805437088,0.075,3,65,-1,3,1,0,0
0.65,0.55,0.52344782948494,0.1,3,65,-1,4,1,0,0
0.625,0.65,0.630057287216186,0.15,3,65,-1,5,1,0,0
0.625,0.575,0.638977646827698,0.175,3,65,-1,6,1,0,0
0.7,0.775,0.742975908517838,0.25,3,65,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,65,0,0,1,0,0
0.475,0.5,0.606134980916977,0.025,3,65,0,1,1,0,0
0.725,0.525,0.59465047121048,0,3,65,0,2,1,0,0
0.6,0.775,0.653884494304657,0.075,3,65,0,3,1,0,0
0.6,0.7,0.633239924907684,0.2,3,65,0,4,1,0,0
0.825,0.9,0.595002323389053,0.225,3,65,0,5,1,0,0
0.775,0.95,0.552504497766495,0.375,3,65,0,6,1,0,0
0.975,1,0.553616589307785,0.525,3,65,0,7,1,0,0
NaN,NaN,NaN,NaN,3,65,1,0,1,0,0
0.633333333333333,0.483333333333333,0.408230066299438,0.116666666666667,3,65,1,1,1,0,0
0.775,0.75,0.430934445063273,0.25,3,65,1,2,1,0,0
0.941666666666667,0.875,0.426803169647853,0.316666666666667,3,65,1,3,1,0,0
0.925,0.958333333333333,0.370541552702586,0.375,3,65,1,4,1,0,0
0.975,0.983333333333333,0.371138155460358,0.5,3,65,1,5,1,0,0
0.991666666666667,0.991666666666667,0.352661818265915,0.558333333333333,3,65,1,6,1,0,0
0.991525423728814,1,0.361731804023355,0.822033898305085,3,65,1,7,1,0,0
NaN,NaN,NaN,NaN,3,66,-1,0,1,0,0
0.583333333333333,0.3125,0.746812149882317,0.0833333333333333,3,66,-1,1,1,0,0
0.625,0.291666666666667,0.881922865907351,0.0208333333333333,3,66,-1,2,1,0,0
0.75,0.541666666666667,0.912058626612028,0.333333333333333,3,66,-1,3,1,0,0
0.604166666666667,0.520833333333333,0.935979967315992,0.25,3,66,-1,4,1,0,0
0.666666666666667,0.6875,1.08186927934488,0.333333333333333,3,66,-1,5,1,0,0
0.625,0.604166666666667,1.05842366814613,0.3125,3,66,-1,6,1,0,0
0.604166666666667,0.770833333333333,1.1687056273222,0.541666666666667,3,66,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,66,0,0,1,0,0
0.604166666666667,0.270833333333333,0.737538198630015,0.0625,3,66,0,1,1,0,0
0.729166666666667,0.541666666666667,0.943503459294637,0.166666666666667,3,66,0,2,1,0,0
0.708333333333333,0.6875,0.913778508702914,0.333333333333333,3,66,0,3,1,0,0
0.729166666666667,0.6875,0.910261402527491,0.270833333333333,3,66,0,4,1,0,0
0.895833333333333,0.916666666666667,0.95174511273702,0.625,3,66,0,5,1,0,0
0.8125,0.958333333333333,0.971863259871801,0.645833333333333,3,66,0,6,1,0,0
0.875,0.958333333333333,0.895299315452576,0.916666666666667,3,66,0,7,1,0,0
NaN,NaN,NaN,NaN,3,66,1,0,1,0,0
0.673611111111111,0.534722222222222,0.553930287559827,0.0902777777777778,3,66,1,1,1,0,0
0.8125,0.819444444444444,0.62273026837243,0.263888888888889,3,66,1,2,1,0,0
0.888888888888889,0.944444444444444,0.659979033801291,0.472222222222222,3,66,1,3,1,0,0
0.916666666666667,0.944444444444444,0.615453271402253,0.618055555555556,3,66,1,4,1,0,0
0.979166666666667,0.993055555555556,0.589134226242701,0.75,3,66,1,5,1,0,0
0.965277777777778,1,0.567102852794859,0.868055555555556,3,66,1,6,1,0,0
0.986111111111111,1,0.535709215535058,0.979166666666667,3,66,1,7,1,0,0
NaN,NaN,NaN,NaN,3,67,-1,0,1,0,0
0.520833333333333,0.291666666666667,0.645562440156937,0.125,3,67,-1,1,1,0,0
0.4375,0.3125,0.61471929649512,0.166666666666667,3,67,-1,2,1,0,0
0.666666666666667,0.5625,0.585758998990059,0.270833333333333,3,67,-1,3,1,0,0
0.604166666666667,0.520833333333333,0.71687638759613,0.291666666666667,3,67,-1,4,1,0,0
0.625,0.416666666666667,0.622413302461306,0.25,3,67,-1,5,1,0,0
0.541666666666667,0.666666666666667,0.71919073164463,0.270833333333333,3,67,-1,6,1,0,0
0.8125,0.9375,0.898097296555837,0.666666666666667,3,67,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,67,0,0,1,0,0
0.5625,0.333333333333333,0.598550607760747,0.0625,3,67,0,1,1,0,0
0.5625,0.4375,0.658913811047872,0.1875,3,67,0,2,1,0,0
0.604166666666667,0.541666666666667,0.749928052226702,0.291666666666667,3,67,0,3,1,0,0
0.75,0.791666666666667,0.698652888337771,0.4375,3,67,0,4,1,0,0
0.708333333333333,0.791666666666667,0.695611571272214,0.583333333333333,3,67,0,5,1,0,0
0.833333333333333,0.895833333333333,0.592294191320737,0.8125,3,67,0,6,1,0,0
