site,att,subjectID,contrast,pCorrect,pSeen
0,-1,1,1,0.53125,0.0520833333333333
0,-1,1,2,0.5,0.104166666666667
0,-1,1,3,0.572916666666667,0.0833333333333333
0,-1,1,4,0.614583333333333,0.125
0,-1,1,5,0.666666666666667,0.21875
0,-1,1,6,0.645833333333333,0.6875
0,-1,1,7,0.729166666666667,0.770833333333333
0,-1,2,1,0.55,0.4125
0,-1,2,2,0.55,0.3625
0,-1,2,3,0.575,0.35
0,-1,2,4,0.6375,0.425
0,-1,2,5,0.6625,0.3375
0,-1,2,6,0.6625,0.475
0,-1,2,7,0.65,0.5875
0,-1,3,1,0.525,0.0375
0,-1,3,2,0.475,0.0875
0,-1,3,3,0.45,0.0375
0,-1,3,4,0.525,0.05
0,-1,3,5,0.5625,0.15
0,-1,3,6,0.675,0.35
0,-1,3,7,0.7375,0.6625
0,-1,4,1,0.479166666666667,0.0833333333333333
0,-1,4,2,0.5625,0.135416666666667
0,-1,4,3,0.53125,0.0833333333333333
0,-1,4,4,0.625,0.0625
0,-1,4,5,0.708333333333333,0.125
0,-1,4,6,0.6875,0.197916666666667
0,-1,4,7,0.75,0.604166666666667
0,-1,5,1,0.489583333333333,0.0104166666666667
0,-1,5,2,0.677083333333333,0.0104166666666667
0,-1,5,3,0.572916666666667,0
0,-1,5,4,0.666666666666667,0.0416666666666667
0,-1,5,5,0.71875,0.270833333333333
0,-1,5,6,0.739583333333333,0.739583333333333
0,-1,5,7,0.760416666666667,0.979166666666667
0,-1,6,1,0.46875,0.0833333333333333
0,-1,6,2,0.5,0.104166666666667
0,-1,6,3,0.520833333333333,0.114583333333333
0,-1,6,4,0.59375,0.135416666666667
0,-1,6,5,0.666666666666667,0.416666666666667
0,-1,6,6,0.708333333333333,0.677083333333333
0,-1,6,7,0.6875,0.885416666666667
0,-1,7,1,0.614583333333333,0.104166666666667
0,-1,7,2,0.510416666666667,0.239583333333333
0,-1,7,3,0.541666666666667,0.197916666666667
0,-1,7,4,0.71875,0.375
0,-1,7,5,0.854166666666667,0.75
0,-1,7,6,0.854166666666667,0.895833333333333
0,-1,7,7,0.875,0.989583333333333
0,-1,8,1,0.55,0.0375
0,-1,8,2,0.675,0.0375
0,-1,8,3,0.6125,0.0625
0,-1,8,4,0.725,0.1875
0,-1,8,5,0.6625,0.675
0,-1,8,6,0.7875,0.95
0,-1,8,7,0.775,0.975
0,-1,9,1,0.510416666666667,0.166666666666667
0,-1,9,2,0.479166666666667,0.1875
0,-1,9,3,0.59375,0.239583333333333
0,-1,9,4,0.458333333333333,0.197916666666667
0,-1,9,5,0.552083333333333,0.177083333333333
0,-1,9,6,0.625,0.322916666666667
0,-1,9,7,0.614583333333333,0.385416666666667
0,-1,10,1,0.4875,0.0875
0,-1,10,2,0.5875,0.0625
0,-1,10,3,0.4875,0.1375
0,-1,10,4,0.6,0.1
0,-1,10,5,0.625,0.1
0,-1,10,6,0.6,0.2
0,-1,10,7,0.675,0.3625
0,-1,11,1,0.4,0.0210526315789474
0,-1,11,2,0.510416666666667,0.0416666666666667
0,-1,11,3,0.568421052631579,0.0421052631578947
0,-1,11,4,0.75,0.09375
0,-1,11,5,0.75,0.229166666666667
0,-1,11,6,0.84375,0.697916666666667
0,-1,11,7,0.927083333333333,0.9375
0,-1,12,1,0.520833333333333,0.09375
0,-1,12,2,0.59375,0.104166666666667
0,-1,12,3,0.40625,0.0625
0,-1,12,4,0.583333333333333,0.104166666666667
0,-1,12,5,0.65625,0.177083333333333
0,-1,12,6,0.71875,0.395833333333333
0,-1,12,7,0.854166666666667,0.729166666666667
0,-1,13,1,0.5625,0.05
0,-1,13,2,0.575,0.05
0,-1,13,3,0.5125,0.0375
0,-1,13,4,0.525,0.075
0,-1,13,5,0.6375,0.2
0,-1,13,6,0.575,0.25
0,-1,13,7,0.6375,0.35
0,-1,14,1,0.575,0
0,-1,14,2,0.55,0
0,-1,14,3,0.75,0
0,-1,14,4,0.85,0.05
0,-1,14,5,0.9375,0.3
0,-1,14,6,0.9,0.7625
0,-1,14,7,0.875,0.9625
0,-1,15,1,0.520833333333333,0.0520833333333333
0,-1,15,2,0.489583333333333,0.0208333333333333
0,-1,15,3,0.541666666666667,0.0208333333333333
0,-1,15,4,0.552083333333333,0.0625
0,-1,15,5,0.59375,0.260416666666667
0,-1,15,6,0.666666666666667,0.6875
0,-1,15,7,0.739583333333333,0.854166666666667
1,-1,16,1,0.575,0.025
1,-1,16,2,0.5,0.0875
1,-1,16,3,0.6,0.1
1,-1,16,4,0.6,0.075
1,-1,16,5,0.6625,0.1625
1,-1,16,6,0.7375,0.4125
1,-1,16,7,0.8125,0.675
1,-1,17,1,0.458333333333333,0.0208333333333333
1,-1,17,2,0.5,0.0104166666666667
1,-1,17,3,0.604166666666667,0.0208333333333333
1,-1,17,4,0.614583333333333,0.135416666666667
1,-1,17,5,0.6875,0.333333333333333
1,-1,17,6,0.760416666666667,0.739583333333333
1,-1,17,7,0.8125,0.96875
1,-1,18,1,0.6,0
1,-1,18,2,0.6625,0
1,-1,18,3,0.75,0.025
1,-1,18,4,0.8,0.1
1,-1,18,5,0.8875,0.2125
1,-1,18,6,0.8375,0.5
1,-1,18,7,0.925,0.7
1,-1,19,1,0.6,0.0125
1,-1,19,2,0.6,0.0125
1,-1,19,3,0.625,0.05
1,-1,19,4,0.769230769230769,0.102564102564103
1,-1,19,5,0.75,0.3125
1,-1,19,6,0.875,0.7625
1,-1,19,7,0.9125,0.925
1,-1,20,1,0.575,0.025
1,-1,20,2,0.5375,0.025
1,-1,20,3,0.55,0
1,-1,20,4,0.525,0.0625
1,-1,20,5,0.55,0.0375
1,-1,20,6,0.65,0.3125
1,-1,20,7,0.7375,0.6375
1,-1,21,1,0.572916666666667,0
1,-1,21,2,0.645833333333333,0
1,-1,21,3,0.729166666666667,0.0208333333333333
1,-1,21,4,0.645833333333333,0.0208333333333333
1,-1,21,5,0.75,0.15625
1,-1,21,6,0.708333333333333,0.427083333333333
1,-1,21,7,0.760416666666667,0.84375
1,-1,22,1,0.625,0.0375
1,-1,22,2,0.5,0.0375
1,-1,22,3,0.5875,0.05
1,-1,22,4,0.675,0.0625
1,-1,22,5,0.7125,0.125
1,-1,22,6,0.8375,0.45
1,-1,22,7,0.8875,0.7625
1,-1,23,1,0.5625,0.075
1,-1,23,2,0.575,0.0625
1,-1,23,3,0.625,0.025
1,-1,23,4,0.5875,0.05
1,-1,23,5,0.625,0.1375
1,-1,23,6,0.65,0.5
1,-1,23,7,0.7125,0.5625
1,-1,24,1,0.46875,0.0104166666666667
1,-1,24,2,0.479166666666667,0.0104166666666667
1,-1,24,3,0.5625,0.03125
1,-1,24,4,0.65625,0.0208333333333333
1,-1,24,5,0.770833333333333,0.0520833333333333
1,-1,24,6,0.802083333333333,0.46875
1,-1,24,7,0.822916666666667,0.854166666666667
1,-1,25,1,0.660714285714286,0.0625
1,-1,25,2,0.642857142857143,0.0178571428571429
1,-1,25,3,0.75,0.0267857142857143
1,-1,25,4,0.651785714285714,0.125
1,-1,25,5,0.776785714285714,0.241071428571429
1,-1,25,6,0.776785714285714,0.678571428571429
1,-1,25,7,0.776785714285714,0.866071428571429
1,-1,26,1,0.635416666666667,0.260416666666667
1,-1,26,2,0.645833333333333,0.322916666666667
1,-1,26,3,0.78125,0.395833333333333
1,-1,26,4,0.833333333333333,0.447916666666667
1,-1,26,5,0.84375,0.375
1,-1,26,6,0.78125,0.520833333333333
1,-1,26,7,0.895833333333333,0.583333333333333
1,-1,27,1,0.541666666666667,0
1,-1,27,2,0.541666666666667,0
1,-1,27,3,0.625,0.0104166666666667
1,-1,27,4,0.71875,0.0104166666666667
1,-1,27,5,0.75,0.0104166666666667
1,-1,27,6,0.791666666666667,0.0520833333333333
1,-1,27,7,0.927083333333333,0.3125
1,-1,28,1,0.604166666666667,0.0520833333333333
1,-1,28,2,0.666666666666667,0.03125
1,-1,28,3,0.75,0.0833333333333333
1,-1,28,4,0.802083333333333,0.0833333333333333
1,-1,28,5,0.916666666666667,0.239583333333333
1,-1,28,6,0.947916666666667,0.34375
1,-1,28,7,0.927083333333333,0.458333333333333
1,-1,29,1,0.510416666666667,0.0729166666666667
1,-1,29,2,0.645833333333333,0.0520833333333333
1,-1,29,3,0.708333333333333,0.0520833333333333
1,-1,29,4,0.677083333333333,0.114583333333333
1,-1,29,5,0.760416666666667,0.229166666666667
1,-1,29,6,0.802083333333333,0.53125
1,-1,29,7,0.90625,0.84375
1,-1,30,1,0.5625,0.025
1,-1,30,2,0.6125,0.0125
1,-1,30,3,0.6375,0.05
1,-1,30,4,0.75,0.1375
1,-1,30,5,0.7375,0.2375
1,-1,30,6,0.772151898734177,0.632911392405063
1,-1,30,7,0.8125,0.8875
0,0,1,1,0.510416666666667,0.0104166666666667
0,0,1,2,0.604166666666667,0
0,0,1,3,0.697916666666667,0.0104166666666667
0,0,1,4,0.864583333333333,0.03125
0,0,1,5,0.854166666666667,0.229166666666667
0,0,1,6,0.96875,0.78125
0,0,1,7,0.9375,1
0,0,2,1,0.6125,0.4375
0,0,2,2,0.675,0.4875
0,0,2,3,0.6625,0.3625
0,0,2,4,0.8,0.425
0,0,2,5,0.875,0.3125
0,0,2,6,0.8875,0.375
0,0,2,7,0.9125,0.4375
0,0,3,1,0.4875,0
0,0,3,2,0.55,0.0375
0,0,3,3,0.6125,0.05
0,0,3,4,0.7125,0.0375
0,0,3,5,0.8125,0.1625
0,0,3,6,0.9,0.6875
0,0,3,7,1,0.975
0,0,4,1,0.635416666666667,0.0416666666666667
0,0,4,2,0.625,0.0104166666666667
0,0,4,3,0.708333333333333,0.0208333333333333
0,0,4,4,0.739583333333333,0
0,0,4,5,0.864583333333333,0.0520833333333333
0,0,4,6,0.90625,0.364583333333333
0,0,4,7,0.9375,0.895833333333333
0,0,5,1,0.59375,0
0,0,5,2,0.614583333333333,0
0,0,5,3,0.791666666666667,0
0,0,5,4,0.833333333333333,0.03125
0,0,5,5,0.875,0.15625
0,0,5,6,0.875,0.770833333333333
0,0,5,7,0.875,0.96875
0,0,6,1,0.489583333333333,0.0208333333333333
0,0,6,2,0.541666666666667,0.0104166666666667
0,0,6,3,0.666666666666667,0.0729166666666667
0,0,6,4,0.708333333333333,0.177083333333333
0,0,6,5,0.75,0.572916666666667
0,0,6,6,0.854166666666667,0.895833333333333
0,0,6,7,0.927083333333333,0.958333333333333
0,0,7,1,0.583333333333333,0.0208333333333333
0,0,7,2,0.583333333333333,0.0520833333333333
0,0,7,3,0.697916666666667,0.0833333333333333
0,0,7,4,0.8125,0.34375
0,0,7,5,0.895833333333333,0.666666666666667
0,0,7,6,0.9375,0.96875
0,0,7,7,0.947916666666667,1
0,0,8,1,0.475,0.0125
0,0,8,2,0.6125,0
0,0,8,3,0.775,0.0375
0,0,8,4,0.8375,0.25
0,0,8,5,0.775,0.625
0,0,8,6,0.8625,1
0,0,8,7,0.9,1
0,0,9,1,0.59375,0.0520833333333333
0,0,9,2,0.71875,0.03125
0,0,9,3,0.645833333333333,0.0833333333333333
0,0,9,4,0.697916666666667,0.03125
0,0,9,5,0.802083333333333,0.145833333333333
0,0,9,6,0.9375,0.4375
0,0,9,7,0.895833333333333,0.916666666666667
0,0,10,1,0.5,0.0125
0,0,10,2,0.6,0.025
0,0,10,3,0.625,0.0125
0,0,10,4,0.675,0.0125
0,0,10,5,0.7625,0.1625
0,0,10,6,0.875,0.425
0,0,10,7,0.925,0.8625
0,0,11,1,0.510416666666667,0
0,0,11,2,0.458333333333333,0
0,0,11,3,0.59375,0
0,0,11,4,0.875,0.15625
0,0,11,5,0.864583333333333,0.447916666666667
0,0,11,6,0.947916666666667,0.916666666666667
0,0,11,7,0.979166666666667,1
0,0,12,1,0.552083333333333,0.0104166666666667
0,0,12,2,0.625,0.0416666666666667
0,0,12,3,0.697916666666667,0.03125
0,0,12,4,0.78125,0.0625
0,0,12,5,0.864583333333333,0.166666666666667
0,0,12,6,0.9375,0.65625
0,0,12,7,0.989583333333333,0.9375
0,0,13,1,0.5875,0.025
0,0,13,2,0.65,0.0375
0,0,13,3,0.7125,0.0375
0,0,13,4,0.7125,0.0125
0,0,13,5,0.7,0.075
0,0,13,6,0.725,0.3875
0,0,13,7,0.8,0.7125
0,0,14,1,0.55,0
0,0,14,2,0.625,0
0,0,14,3,0.8375,0.025
0,0,14,4,0.825,0.0625
0,0,14,5,0.9375,0.3625
0,0,14,6,0.875,0.8375
0,0,14,7,0.975,1
0,0,15,1,0.572916666666667,0.0208333333333333
0,0,15,2,0.614583333333333,0.0104166666666667
0,0,15,3,0.614583333333333,0.0520833333333333
0,0,15,4,0.645833333333333,0.0104166666666667
0,0,15,5,0.75,0.15625
0,0,15,6,0.822916666666667,0.625
0,0,15,7,0.875,0.958333333333333
1,0,16,1,0.5375,0.0375
1,0,16,2,0.5375,0.025
1,0,16,3,0.7,0.025
1,0,16,4,0.775,0.175
1,0,16,5,0.8875,0.3875
1,0,16,6,0.95,0.775
1,0,16,7,0.9625,0.925
1,0,17,1,0.53125,0
1,0,17,2,0.5,0
1,0,17,3,0.645833333333333,0.0104166666666667
1,0,17,4,0.760416666666667,0.125
1,0,17,5,0.885416666666667,0.458333333333333
1,0,17,6,0.96875,0.947916666666667
1,0,17,7,0.958333333333333,1
1,0,18,1,0.5375,0
1,0,18,2,0.7,0
1,0,18,3,0.7375,0.025
1,0,18,4,0.875,0.0875
1,0,18,5,0.975,0.2875
1,0,18,6,0.925,0.475
1,0,18,7,0.95,0.9
1,0,19,1,0.65,0.0125
1,0,19,2,0.7,0
1,0,19,3,0.7875,0
1,0,19,4,0.825,0.05
1,0,19,5,0.9375,0.45
1,0,19,6,0.975,0.875
1,0,19,7,0.975,1
1,0,20,1,0.55,0.0125
1,0,20,2,0.6,0
1,0,20,3,0.675,0.025
1,0,20,4,0.775,0
1,0,20,5,0.7625,0.0625
1,0,20,6,0.825,0.1625
1,0,20,7,0.8125,0.775
1,0,21,1,0.697916666666667,0.0104166666666667
1,0,21,2,0.770833333333333,0.0208333333333333
1,0,21,3,0.8125,0.0416666666666667
1,0,21,4,0.8125,0.0208333333333333
1,0,21,5,0.802083333333333,0.114583333333333
1,0,21,6,0.916666666666667,0.572916666666667
1,0,21,7,0.9375,0.927083333333333
1,0,22,1,0.525,0.025
1,0,22,2,0.6,0.0125
1,0,22,3,0.7,0.0125
1,0,22,4,0.825,0.0625
1,0,22,5,0.9125,0.075
1,0,22,6,0.9625,0.5125
1,0,22,7,0.95,0.9125
1,0,23,1,0.5625,0.025
1,0,23,2,0.7,0.05
1,0,23,3,0.675,0.0875
1,0,23,4,0.725,0.1125
1,0,23,5,0.8625,0.3375
1,0,23,6,0.875,0.775
1,0,23,7,0.9375,0.95
1,0,24,1,0.4375,0
1,0,24,2,0.458333333333333,0
1,0,24,3,0.625,0
1,0,24,4,0.677083333333333,0.0104166666666667
1,0,24,5,0.958333333333333,0.208333333333333
1,0,24,6,0.9375,0.677083333333333
