site,att,subjectID,AUC,relAUC,alphaC,betaC,gammaC,lambdaC,alphaA,betaA,gammaA,lambdaA,alphaR,betaR,gammaR,lambdaR
1,-1,25,0.136659815281718,0.364459004181345,0.688391059036285,1.856874755,9.7230418971121e-12,0.075,0.572316471781243,1.34703937652657,0.5,0.125,1.20281538795097,1.37848587603139,1.94460837942242e-11,0.6
1,-1,26,0.203971793912406,0.435144233013795,0.515236576553189,1.06823339283816,9.39285809800992e-13,0,0.491650252229008,0.815737375228579,0.5,0.015625,1.04797378668524,1.30953101485491,1.87857161960198e-12,0
1,-1,27,0.0810535810580115,0.231979845077112,1.1338985882528,1.79136402434359,0.0255732772878843,0.328125,0.869967418243634,0.894799042592146,0.5,0.1328125,1.30338052262005,2.00197355950916,0.0511465545757687,2.47058823529412
1,-1,28,0.0614717966291388,0.256577941798647,1.08142247604356,3.33891749788496,0.209892645702024,0.458333333333333,0.668007022385622,1.8970152840573,0.5,0.260416666666667,1.6188789036701,1.76008992966243,0.419785291404048,1.76
1,-1,29,0.0387631578947368,0.491,0.05,3.16227766016838,0.5,0.442105263157895,0.407628301525206,1.95915686583284,0.5,0.421052631578947,0.122660766715454,1.6141013082299,1,1.05
0,0,1,0.0362945279283796,0.15149020352715,0.489950240880017,1.05573231987681,5.10855397180443e-11,0.1875,0.274826835156184,1.31684853805026,0.5,0.0833333333333334,1.78275982620685,0.801711274585866,1.02171079436089e-10,2.25
0,0,2,0.0352195330095032,0.14230679774514,0.387883315528901,1.4488275565066,5.47996775889213e-12,0.197916666666667,0.223508924904595,1.86853655603602,0.5,0.104166666666667,1.73542651907287,0.775380900002404,1.09599355177843e-11,1.9
0,0,3,0.0429241437140345,0.294538871464281,0.201426990316593,0.316510603185206,2.92432441030366e-11,0.34375,0.667597055859528,0.676954664958778,0.5,0.125,0.301719410756323,0.467550664126791,5.84864882060731e-11,2.75
0,0,4,0.0405950809920718,0.386355201641006,1.02229877233451,2.36279069131986,0.221692746310192,0.364583333333333,0.876991073368713,30.0212394667977,0.5,0.322916666666667,1.16568891449218,0.0787039686996606,0.443385492620384,1.12903225806452
0,0,5,0.0287933216722664,0.131626613358932,0.77235355173492,3.14927605200321,0.124595708397614,0.21875,0.649487387893984,0.835732365496017,0.5,0.0625,1.18917405654225,3.76828298391205,0.249191416795228,3.5
0,0,6,0.0879644767702293,0.304928045562953,0.05,3.16227766016838,0.5,0.697916666666667,0.302343280212637,1.72242145893935,0.5,0.0625,0.165374933965243,1.8359488287586,1,11.1666666666667
0,0,7,0.04375,0.700000000000001,0.05,3.16227766016838,0.5,0.25,0.220024108886731,221.916229248047,0.5,0.4375,0.227247824127037,0.0142498710927255,1,0.571428571428571
0,0,8,0.0134087664047622,0.0778982742365135,0.79483282101333,1.49514433769711,9.29063148462775e-12,0.0208333333333334,0.451263430980102,1.11608998468055,0.5,0.135416666666667,1.76134994871405,1.33962705357046,1.85812629692555e-11,0.153846153846154
0,0,9,0.0161536773457515,0.258458837532025,0.327479799253435,1.12023488612432,1.57149472734274e-12,0.0208333333333334,0.438121607810753,1.34651424322059,0.5,0.322916666666667,0.747463246311491,0.831951753770494,3.14298945468548e-12,0.0645161290322582
0,0,10,0.0194810884000195,0.0573823227236798,1.04818817510208,1.9498941717098,7.3038607402936e-14,0.0875,0.412202627805821,1.35446934535937,0.5,0.0375,2.54289542180176,1.43960007540256,1.46077214805872e-13,2.33333333333334
0,0,11,0.0212996910788267,0.340795057261227,0.531141392689858,1.24747876509226,0.227575718822018,0.260416666666667,0.933359753463746,1.46311095186977,0.5,0.208333333333333,0.569063954942095,0.852620755451288,0.455151437644036,1.25
0,0,12,0.0837038271886732,0.669630933998356,0.0664619935721209,6.59461204035684e-11,0.568884888033278,0.21875,0.606788305893346,1.65540411705565,0.5,0.177083333333333,0.109530775274702,3.98368710843018e-11,1.13776977606656,1.23529411764706
0,0,13,0.0655299124010668,0.170141220435377,0.537794202607718,1.62305745503695,1.78614196282698e-12,0.09375,0.236810258336394,2.46017646384749,0.5,0.104166666666667,2.2709920017222,0.65973212852327,3.57228392565397e-12,0.9
0,0,14,0.0653776666888233,0.265050804032933,0.406856613515755,1.25999256387775,1.17492795269127e-11,0.0520833333333334,0.399461186794896,1.18979869531507,0.5,0.104166666666667,1.01851350510471,1.05899642421787,2.34985590538254e-11,0.500000000000001
1,0,15,0.0555043517941534,0.253749848717311,0.19359252264706,0.926184452292966,5.58422666329065e-11,0.0729166666666666,0.315532799210995,0.800716430809268,0.5,0.0416666666666666,0.613541676590034,1.15669470071557,1.11684533265813e-10,1.75
1,0,16,0,0,0.192346808849576,11.6100418057895,0.440758029270927,0.328125,2.39739022011169,0.65345115801805,0.5,0.34375,0.080231748355349,17.7672679332352,0.881516058541855,0.954545454545455
1,0,17,0.00871339614151874,0.0337171349138197,0.621210924203285,1.80936304983327,8.1563258638983e-13,0.09375,0.31899121411012,0.629706379521661,0.5,0.0729166666666666,1.94742330423193,2.87334400392721,1.63126517277966e-12,1.28571428571429
1,0,18,0.0717997426851383,0.358998713425691,0.244020584499006,0.891223835037675,2.04484116064559e-11,0.2875,0.397872193295948,1.3626195537523,0.5,0.1625,0.613313995324867,0.654051846374488,4.08968232129118e-11,1.76923076923077
1,0,19,0.0583722395024284,0.137894445047128,0.718286318629055,2.63226750569572,3.99903913710382e-14,0.1,0.294653338350747,0.585686098949688,0.5,0.0375,2.43773351644171,4.49433153768916,7.99807827420765e-14,2.66666666666667
1,0,20,0.112279069811216,0.274213387015232,0.230855673005584,2.08878405091855,2.34640511761491e-12,0.0375,0.172301503976941,1.90456124029562,0.5,0.05,1.33983550739337,1.09672716567221,4.69281023522983e-12,0.749999999999999
1,0,21,0.0631528956090271,0.150306493799195,0.865861491614119,1.69850419020122,5.22415031843636e-13,0.03125,0.36299689515351,1.30171823633735,0.5,0.0416666666666666,2.38531376762313,1.30481708159848,1.04483006368727e-12,0.750000000000001
1,0,22,0.00913340970505623,0.025984511379028,0.961609628293455,2.10162928261029,1.80583987161558e-13,0.135416666666667,0.265665273239687,1.39269092372859,0.5,0.03125,3.61962862728346,1.50904213332825,3.61167974323116e-13,4.33333333333333
1,0,23,0.0103347895414475,0.0496070244126906,0.97594753369726,1.89776907670857,8.38234393210394e-13,0.03125,0.450068236683637,1.48210060541519,0.5,0.104166666666667,2.16844348067885,1.28045901187453,1.67646878642079e-12,0.3
1,0,24,0.0151348314228311,0.0345939244852744,1.44689102081209,1.4648830743009,1.10239329489985e-11,0.0875,0.210210678276129,1.21310224511962,0.5,0,6.88305195852841,1.20755120204765,2.20478658979969e-11,Inf
1,0,25,0.0257499187110822,0.0686726358574777,0.718174418794973,2.41473437674761,1.23376145913747e-13,0,0.253691074936871,2.73700416813077,0.5,0.125,2.83090139837865,0.88225454855509,2.46752291827494e-13,0
1,0,26,0.240688173680185,0.513473302963312,0.414034365338938,1.40480920986333,1.06205204826474e-11,0.03125,0.482346181114019,1.33631348998769,0.5,0.03125,0.858375958077848,1.05125722398886,2.12410409652947e-11,1
1,0,27,0.0425406249192384,0.121753628271962,0.903809069627251,2.06921057229901,1.14265316166678e-12,0.125,0.499628571476611,1.66533904400511,0.5,0.0703125,1.80896193937852,1.24251609889755,2.28530632333356e-12,1.77777777777778
1,0,28,0.0370491402509695,0.154639894590248,0.400032153284911,2.64688793428514,1.89977483300354e-11,0.322916666666667,0.473513576462468,1.28089255586428,0.5,0.114583333333333,0.844816649764252,2.06644025071966,3.79954966600707e-11,2.81818181818182
1,0,29,0.0390833334519156,0.495055557057598,1.44224797209828,51.0062861916462,0.558333335027365,0.375,0.00927215828553003,0.105422906170061,0.5,0.34375,155.546090530943,483.825461132386,1.11666667005473,1.09090909090909
0,1,1,0.00826062796254893,0.0344791428002042,0.543394031089797,1.69217360411155,8.59320870533539e-12,0.138888888888889,0.168246513499778,1.68204393711841,0.5,0.0486111111111112,3.22974913290261,1.00602223685696,1.71864174106708e-11,2.85714285714285
0,1,2,0.0016592799178937,0.00670442767127424,0.629002757911667,2.39294787557476,8.82404243108659e-14,0.194444444444444,0.163329639848884,1.7256421921019,0.5,0.0208333333333334,3.85112437946741,1.38669991179345,1.76480848621732e-13,9.33333333333332
0,1,3,0.000734424223656901,0.0050395060517237,0.298211131449351,3.00025026582719,6.51215281382264e-14,0.284722222222222,0.188491226666046,1.35685916078422,0.5,0.0347222222222222,1.58209555279567,2.21117294450305,1.30243056276453e-13,8.2
0,1,4,0.0116774476850817,0.111137668524498,0.777649834691322,3.34492548620295,0.115884580553789,0.208333333333333,0.481968159175971,1.11033331947439,0.5,0.121527777777778,1.61348798646965,3.01254175438631,0.231769161107578,1.71428571428571
0,1,5,0.0100917932183855,0.0461339118554768,0.751774010755255,4.25957109381801,0.0480333359949747,0.0383275261324042,0.196066733630404,0.834765654321571,0.5,0.0174216027874564,3.83427620196085,5.10271484190354,0.0960666719899494,2.20000000000001
0,1,6,0.0835821978645027,0.289736916246906,0.05,3.16227766016838,0.5,0.715277777777778,0.215578023368774,2.17093605523117,0.5,0.0173611111111112,0.231934587852068,1.45664247113518,1,41.1999999999999
0,1,7,0.0432692307692308,0.692307692307693,0.05,3.16227766016838,0.5,0.258741258741259,0.309785447438429,7.66572211208404,0.5,0.426573426573427,0.161402029738462,0.412521822984354,1,0.60655737704918
0,1,8,0.000107921062564637,0.000626967781657404,0.707590520754478,3.48253705602803,6.63181852769721e-14,0.03125,0.244128021514648,1.19988339280287,0.5,0.0555555555555556,2.89844040173824,2.90239624693278,1.32636370553944e-13,0.5625
0,1,9,0.00119154527903888,0.019064724464622,0.393655271651617,3.17107127723337,7.22740018976856e-15,0.0383275261324042,0.24980696457378,2.13600562617139,0.5,0.310104529616725,1.57583785673578,1.48458002094182,1.44548003795371e-14,0.123595505617978
0,1,10,0.000107629147831712,0.000317025946833019,0.709147343241203,3.00652600077216,3.89303902465259e-13,0.0125,0.083366190392766,0.766340902375509,0.5,0.0083333333333333,8.50641416982319,3.92322266950976,7.78607804930518e-13,1.5
0,1,11,0.0055076423001895,0.0881222768030321,0.827057805895322,1.73602168036042,0.0427970072183465,0.125,0.62289883585718,1.75438711860063,0.5,0.173611111111111,1.32775622345994,0.989531707087058,0.085594014436693,0.72
0,1,12,0.00442676014980981,0.0354140979363124,0.260013577707782,1.59023604407662,3.15020425429289e-11,0.229166666666667,0.206942787571756,1.04076320492389,0.5,0.0868055555555556,1.25645150893516,1.52795183049628,6.30040850858577e-11,2.64
0,1,13,0.0156116436870218,0.0405339182151705,0.609560846204337,2.55006922310326,2.31800116827877e-13,0.0208333333333334,0.219365121816849,1.87564111258642,0.5,0.0347222222222222,2.7787500636189,1.35957204498831,4.63600233655754e-13,0.600000000000001
0,1,14,0.0129929933992786,0.0526755315949834,0.332471484417282,3.19226872308322,2.99687072866942e-13,0.0208333333333334,0.232052257524652,2.00150945133283,0.5,0.0208333333333334,1.43274402052289,1.59493062646167,5.99374145733884e-13,1
1,1,15,0.000237935661238743,0.00108777305007901,0.38178178534409,2.78191957039869,3.92618752207831e-13,0.0381944444444444,0.0871300329889451,1.21433228247157,0.5,0.0173611111111112,4.3817472833108,2.29090473057058,7.85237504415662e-13,2.19999999999999
1,1,16,0,0,0.376652966009782,3.93025333926801,0.247331709076657,0.34375,0.319025020186387,2.55038391795583,0.5,0.171875,1.1806376997946,1.54104380583538,0.494663418153314,2
1,1,17,0.000417310676664515,0.00161481472408098,0.615936213846644,2.71074287141594,3.4796516484131e-14,0.0277777777777778,0.186558374488814,0.651482565827676,0.5,0.0243055555555556,3.30157365239895,4.16088321254165,6.95930329682621e-14,1.14285714285714
1,1,18,0.0109259538813466,0.0546297694067328,0.528150290123339,1.93673249995984,2.4824148296464e-13,0.133333333333333,0.21445791875545,2.85779910960359,0.5,0.0375,2.46272225893229,0.677700715019287,4.96482965929281e-13,3.55555555555556
1,1,19,0.00505902910859144,0.0119510921176403,0.717327614993155,2.78017505381393,7.24811354189672e-12,0.0666666666666667,0.154475720827412,1.39714990098225,0.5,0.0375,4.64362691529104,1.98989031302894,1.44962270837934e-11,1.77777777777778
1,1,20,0.00170187112158719,0.00415639215125754,0.477739414837782,1.96153582669722,1.44960597818302e-12,0.025,0.0367290592860222,0.587542195470832,0.5,0.00416666666666665,13.0071236270294,3.33854460465656,2.89921195636604e-12,6.00000000000003
1,1,21,0.00667319834421867,0.0158824870320392,0.767996347283779,3.27995022154727,8.89323783255554e-14,0.00694444444444442,0.199554454289556,0.921886926927273,0.5,0.0208333333333334,3.84855527288511,3.55786607418289,1.77864756651111e-13,0.333333333333332
1,1,22,0.00244603499476697,0.00695895905335736,0.981974363323763,2.27352672952145,3.13184580187491e-13,0.0208333333333334,0.149743070210758,2.06427062326272,0.5,0.03125,6.55772826042412,1.10137048112809,6.26369160374981e-13,0.666666666666668
1,1,23,7.33478890286742e-05,0.000352070112997689,0.76514819586123,3.35098763852761,1.53581002939801e-12,0.0138888888888888,0.224681192074705,0.982105370346218,0.5,0.0173611111111112,3.4054839606104,3.41204491870999,3.07162005879602e-12,0.799999999999995
1,1,24,2.12824799507042e-05,4.86457023342456e-05,0.747410974164887,4.04070002464053,9.66407336783988e-13,0.0125,0.0328085020801477,0.500963722065482,0.5,0.0083333333333333,22.7810148826374,8.06585356716181,1.93281467356798e-12,1.5
1,1,25,0.00766517816407262,0.0204423165272946,0.828817736523012,2.63845570841224,1.80173489360235e-13,0,0.266863462267469,0.870558100135339,0.5,0.0083333333333333,3.10577450161504,3.03076349298463,3.6034697872047e-13,0
1,1,26,0.0227959700360838,0.0486318951600583,0.598289980523426,3.22756871090411,3.47291288965291e-14,0.00520833333333337,0.213225136215943,1.63355495387144,0.5,0.03125,2.80590736693215,1.97579438833995,6.94582577930582e-14,0.166666666666668
1,1,27,0.00235177492132383,0.00673091027914571,0.764655040218516,3.43933977376622,3.44350683431e-13,0.0260416666666666,0.23398851616452,1.72895094888655,0.5,0.0416666666666666,3.26791695914204,1.98926393833276,6.88701366862001e-13,0.625
1,1,28,0.0212572195815439,0.0887257888605304,0.370899975606074,3.40940302602563,5.35427683591781e-14,0.163194444444444,0.307066541572552,2.63675916109589,0.5,0.0347222222222222,1.20788143738037,1.29302784885693,1.07085536718356e-13,4.7
1,1,29,0.0408113721595393,0.516944047354165,1.15645265338669,3.53292500258692,0.583019578011651,0.292682926829268,0.124073338023934,0.777020432219033,0.5,0.212543554006969,9.32071847026157,4.54675946229304,1.1660391560233,1.37704918032787
